geneID	319_1_mouse_C57Bl6_Adip_iBA_1	319_2_mouse_C57Bl6_Adip_ScWA_2	319_3_mouse_C57Bl6_Adip_ScWA_3	319_4_mouse_C57Bl6_Adip_ScWA_4	319_5_mouse_C57Bl6_Adip_VisWA_1	319_6_mouse_C57Bl6_Adip_VisWA_2	319_7_mouse_C57Bl6_Adip_VisWA_3	319_8_mouse_C57Bl6_Adip_VisWA_4	319_9_mouse_C57Bl6_Adip_ScWA_1	319_11_mouse_C57Bl6_Adip_iBA_3	319_12_mouse_C57Bl6_Adip_iBA_4	319_13_mouse_SV129_Adip_ScWA_1	319_14_mouse_SV129_Adip_ScWA_2	319_15_mouse_SV129_Adip_ScWA_3	319_16_mouse_SV129_Adip_ScWA_4	319_17_mouse_SV129_Adip_VisWA_1	319_18_mouse_SV129_Adip_VisWA_2	319_19_mouse_SV129_Adip_VisWA_3	319_20_mouse_SV129_Adip_VisWA_4	319_21_mouse_SV129_Adip_iBA_1	319_22_mouse_SV129_Adip_iBA_2	319_23_mouse_SV129_Adip_iBA_3	319_24_mouse_SV129_Adip_iBA_4
ENSMUSG00000092384	0.327	0.425	0.440	0.384	0	0.122	0.365	0.119	0	1.070	0.444	0.257	0.390	0.582	0.271	0.770	0.873	0.274	0.133	0.992	0.163	0.485	0.507
ENSMUSG00000092386	3.578	8.366	21.488	26.541	7.340	18.543	8.778	10.998	30.254	10.679	6.748	19.298	12.331	20.766	18.044	15.614	9.234	6.067	10.532	12.345	10.589	20.330	14.864
ENSMUSG00000092390	0	0.136	0.033	0	0	0.062	0.066	0.035	0.031	0	0	0.076	0.068	0.099	0	0.119	0.034	0	0.124	0	0	0	0
ENSMUSG00000092392	0	0	0.025	0	0	0	0	0	0	0	0	0	0.025	0	0	0	0	0	0	0	0	0.063	0
ENSMUSG00000092394	0	0	0	0	0	0.079	0	0	0	0	0	0	0	0	0	0	0	0	0	0.107	0	0	0
ENSMUSG00000092395	42.239	18.313	16.684	15.419	16.912	14.128	17.667	19.205	22.753	25.127	26.899	16.822	18.392	16.194	16.196	14.703	20.341	19.472	18.193	13.156	13.980	15.661	15.715
ENSMUSG00000092397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.031	0	0	0	0
ENSMUSG00000092399	0.406	0.151	0.089	0.136	0	0.043	0	0.048	0.083	0.706	0.105	0.104	0.046	0.103	0.048	0.046	0.052	0.097	0.047	0	0.116	0.172	0.180
ENSMUSG00000092400	0	0	0	0	0	0.011	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012	0	0.012	0
ENSMUSG00000092405	0	0	0	0	0	0	0.069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092406	0	0	0	0	0	0	0	0	0	0	0.133	0	0	0	0	0.115	0.131	0	0	0.149	0	0	0.152
ENSMUSG00000092409	0	0	0	0	0	0	0.228	0	0	0	0	0	0.306	0.201	0.136	0.204	0	0.878	0.307	0	0	0	0
ENSMUSG00000092412	0.082	0.121	0	0.162	0.058	0.110	0.069	0.057	0.121	0	0.109	0.140	0.200	0.104	0.179	0.135	0	0.198	0.268	0.062	0.161	0	0.076
ENSMUSG00000092413	0	0	0	0	0	0	0.031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092415	0	0	0	0	0	0	0	0	0	0	0	0.100	0.089	0	0	0	0.099	0	0	0	0	0	0
ENSMUSG00000092416	0.269	1.758	1.964	1.651	1.249	2.142	0.845	1.889	1.653	0.734	0.686	1.259	2.025	1.907	2.418	2.438	1.840	1.995	2.919	1.369	1.113	1.489	1.320
ENSMUSG00000092417	9.710	5.443	4.619	4.001	7.001	3.774	4.207	4.115	3.106	5.520	8.390	3.841	4.071	4.925	5.862	5.016	4.751	7.063	5.335	5.514	4.141	4.855	4.415
ENSMUSG00000092424	0	0.565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092428	0.286	0	0	0	0	0	0	0	0.233	0	0.517	0	0	0.254	0	0	0.254	0	0.233	0	0.285	0	0.295
ENSMUSG00000092437	0	0	0.080	0	0.166	0	0	0	0	0	0	0	0	0	0.087	0	0	0.088	0	0	0	0	0
ENSMUSG00000092438	0.330	0.369	0.196	0.274	0.498	0.391	0.272	0.215	0.160	0.149	0.136	0.421	0.274	0.520	0.210	0.152	0.286	0.155	0.116	0.072	0.057	0.140	0.110
ENSMUSG00000092439	0	0	0	0	0	0	0	0	0	0	0.030	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092443	0	0	0.305	0.176	0.245	0.282	0	0.110	0	0	0	0	0.292	0.118	0.073	0	0	0.086	0	0	0	0	0
ENSMUSG00000092444	0	0.120	0.226	0.152	0.180	0.110	0.144	0.095	0.400	0.069	0.162	0.574	0.647	0.997	0.206	0.264	0.167	0.151	0.176	0.083	0.268	0.911	0.579
ENSMUSG00000092447	0	0	0	0	0	0	0	0	0	0	0	0	0.060	0	0.077	0.039	0	0.086	0.081	0.034	0.026	0.030	0.035
ENSMUSG00000092452	0	0.012	0	0	0	0	0.013	0	0	0.021	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092454	1.718	1.499	1.084	1.365	3.143	1.071	0.954	0.916	0.909	0.971	0.806	0.675	0.593	0.687	1.225	0.865	0.795	0.911	0.434	0.433	0.252	0.441	0.628
ENSMUSG00000092455	0	0	0	0	0	0	0	0	0	0	0	0.139	0	0.139	0	0.122	0	0.130	0	0.158	0	0	0.161
ENSMUSG00000092457	0	0	0.050	0.051	0	0	0	0	0	0	0	0.118	0.052	0.117	0	0	0	0	0	0	0	0	0.068
ENSMUSG00000092458	0.060	0.050	0	0.030	0.064	0.052	0.039	0.025	0.038	0.028	0.141	0.095	0.076	0.128	0.029	0	0	0.102	0.055	0	0.079	0.051	0.121
ENSMUSG00000092460	0	0.017	0.018	0.015	0	0.014	0.018	0.015	0	0	0	0.016	0.017	0.015	0	0.034	0	0.014	0.017	0.014	0.016	0.017	0
ENSMUSG00000092463	0	0	0.086	0	0	0	0	0.087	0.246	0.107	0	0	0.217	0	0	0	0	0.170	0.339	0	0	0	0
ENSMUSG00000092464	0.082	0.042	0.036	0.137	0.091	0.082	0.147	0.161	0.076	0.039	0.046	0.134	0.253	0.128	0.195	0.160	0.231	0.198	0.203	0.260	0.100	0.187	0.244
ENSMUSG00000092465	0	0	0	0	0	0	0	0	0.035	0	0	0	0.033	0.115	0.140	0.068	0.077	0.084	0	0.079	0	0	0
ENSMUSG00000092467	0	0	0	0	0	0.026	0	0	0	0	0.036	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092470	0.270	0.118	0.095	0.067	0.133	0.027	0.030	0	0.077	0.400	0.187	0.107	0.149	0.312	0.123	0.239	0.158	0.294	0.158	0.263	0.245	0.463	0.436
ENSMUSG00000092471	0.100	0.701	0.367	0.532	0.192	0.398	0.184	0.185	0.279	0.059	0.027	0.394	0.313	1.058	0.386	0.238	0.155	0.109	0.088	0.088	0	0.086	0
ENSMUSG00000092474	0	0.151	0	0.091	0	0	0	0	0.051	0.163	0	0.733	0.335	0.793	0.570	0.497	0.662	0.559	0.771	0.753	0.752	0.734	0.731
ENSMUSG00000092475	0	0.155	0.221	0.117	0	0	0	0	0.172	0	0.024	0.080	0.106	0.070	0.087	0	0.027	0	0	0	0	0	0
ENSMUSG00000092482	0	0	0	0	0	0.037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092486	0.760	0.245	0.225	0.149	1.236	0.663	0.991	0.788	0.380	0.296	0.286	0.580	0.219	0.451	0.578	0.528	1.184	0.862	0.774	0.320	0.379	0.439	0.327
ENSMUSG00000092488	0	0	0	0	0	0	0	0	0	0	0.040	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092490	0.031	0.380	0.283	0.416	0.396	0.352	0.341	0.432	0.238	0.047	0.129	0.036	0.054	0	0.031	0.080	0	0.026	0.035	0	0.029	0.031	0.052
ENSMUSG00000092495	0	0.227	0	0.205	0.208	0.391	0.195	0	0.213	0	0	0.234	0	0.933	0	0.206	0	0.439	0	0	0	0.259	0
ENSMUSG00000092500	0	0.557	0.185	0.190	0.447	0.303	0.181	0.336	0.324	0	0.082	5.199	2.311	3.560	3.143	5.662	4.437	3.366	3.657	10.333	4.753	4.830	4.373
ENSMUSG00000092502	0	0	0.145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092505	3.042	1.673	1.148	2.018	2.021	1.403	1.824	1.274	1.973	1.607	2.509	1.668	2.071	1.892	2.164	1.884	2.166	2.879	2.074	2.116	1.433	1.946	1.514
ENSMUSG00000092507	0	0	0	0	0.077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.052	0	0	0	0
ENSMUSG00000092509	0	0	0	0	0	0	0	0	0	0	0	0.114	0.152	0.227	0.053	0	0	0	0.104	0	0	0.189	0.197
ENSMUSG00000092511	4.257	16.131	14.351	12.737	10.341	12.928	15.915	16.787	12.757	2.796	2.627	7.926	8.630	9.742	11.466	8.033	9.072	13.969	9.802	1.376	1.597	1.140	1.323
ENSMUSG00000092512	0	0	0	0	0	0	0	0.192	0	0	0	0	0	0	0	0.182	0	0	0.189	0.234	0	0.229	0
ENSMUSG00000092517	0	0.041	0	0	0	0.071	0	0.040	0.025	0	0	0	0	0	0	0	0.127	0	0	0	0	0	0
ENSMUSG00000092518	0.022	0	0	0	0	0	0	0	0	0	0	0	0	0.020	0	0	0	0	0	0	0	0.066	0
ENSMUSG00000092521	0.089	0.077	0	0.070	0	0.066	0	0	0.072	0	0	0	0	0	0	0	0.079	0	0	0	0	0	0
ENSMUSG00000092523	0	0	0.027	0	0	0	0	0	0	0	0	0	0.043	0.055	0	0	0	0	0.057	0.043	0	0.101	0.078
ENSMUSG00000092524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.067
ENSMUSG00000092525	0	0	0	0.154	0	0	0.146	0	0	0	0.178	0	0	0	0	0	0	0	0	0	0.196	0	0
ENSMUSG00000092526	0.084	0.146	0.065	0	0	0	0.126	0.140	0	0.237	0	0	0	0.150	0.140	0.133	0.075	0	0.138	0	0.337	0	0
ENSMUSG00000092528	0	0	0	0.015	0.075	0.028	0.014	0	0	0	0	0	0	0	0	0	0	0.016	0	0	0	0	0
ENSMUSG00000092534	0	0.064	7.346	7.823	9.021	9.180	8.696	3.937	6.435	7.883	0	6.747	10.182	9.057	0	0	4.485	12.287	0	10.491	0	0	8.956
ENSMUSG00000092540	0.542	0.100	0	0.161	0.178	0.200	0.374	0	0.396	0.456	0.349	0.184	0.071	0	0	0.144	0.181	0.178	0.089	0.208	0.182	0.226	0
ENSMUSG00000092541	1.556	1.293	1.394	1.095	0	0	1.570	0.877	0	2.225	0	0	1.768	0	0	1.141	0.946	0.898	0.626	0	0	1.747	0
ENSMUSG00000092543	0	0	0	0	0	0	0	0	0.079	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092544	0.133	0.585	0	0.401	1.079	0.105	0.443	0.342	0	0.062	0.499	0.309	0	1.124	0.287	0.060	0.755	0	0	0.591	0.377	0	0.228
ENSMUSG00000092545	0	0	0	0	0	0	0.071	0	0	0.099	0	0.442	0	0	0	0	0	0.185	0.131	0	0	0	0
ENSMUSG00000092549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.038	0	0	0	0	0	0	0
ENSMUSG00000092550	2.456	2.458	0.425	0.965	0	0.105	0.105	0	1.157	1.412	1.634	2.378	0.885	0.827	0.527	0	1.834	0.142	0.471	2.049	1.026	0.341	0.713
ENSMUSG00000092552	0	0	0.079	0	0	0	0	0	0	0	0	0.092	0.163	0.183	0.170	0.161	0.365	0.153	0.167	0	0.102	0	0.212
ENSMUSG00000092553	0.212	0	0	0.166	0.168	0	0	0.176	0.173	0	0	0	0.147	0	0	0	0	0	0	0	0	0.210	0
ENSMUSG00000092555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.032	0	0	0	0
ENSMUSG00000092556	0	0	0	0	0	0	0	0	0	0	0	0	0.053	0	0	0	0.118	0	0	0.067	0	0.131	0
ENSMUSG00000092557	1.758	0.517	0.848	0.780	0.873	0.534	0.713	0.763	0.842	1.898	1.461	1.146	0.850	0.876	1.355	0.725	1.205	1.216	0.983	2.032	1.789	1.888	2.572
ENSMUSG00000092558	16.455	8.135	9.123	8.461	10.600	9.080	9.302	10.349	9.003	11.333	12.779	8.861	9.175	9.251	9.521	9.636	10.869	10.888	11.189	9.581	6.951	8.814	9.140
ENSMUSG00000092560	0.314	1.513	1.380	1.540	1.223	1.474	1.094	1.221	1.550	1.006	0.522	2.616	3.153	3.233	2.160	2.410	2.495	2.283	2.297	1.336	0.879	2.145	1.208
ENSMUSG00000092563	0	0	0	0	0.235	0	0	0.068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092564	8.852	10.271	10.148	9.046	27.077	16.927	24.582	17.167	9.467	4.370	6.700	9.437	12.022	8.787	11.012	10.886	10.035	14.598	10.304	2.526	1.969	3.544	2.720
ENSMUSG00000092565	0	0	0	0	0	0	0	0	0	0	0	0	0	0.191	0	0	0	0	0	0	0	0	0
ENSMUSG00000092569	1.565	1.582	1.533	1.090	1.726	2.663	2.136	3.389	1.203	1.870	1.651	2.101	1.452	1.548	2.091	1.638	2.941	2.694	2.409	1.671	0.953	1.463	1.977
ENSMUSG00000092570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.055	0	0.035	0	0	0	0	0
ENSMUSG00000092571	0	0	0	0	0	0.041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092572	0	0	0	0.039	0.120	0	0.037	0.015	0	0	0	0.016	0	0	0	0.121	0.134	0	0.082	0.018	0.100	0.053	0
ENSMUSG00000092574	0	0.189	0.202	0.234	0.215	0.132	0.401	0.250	0.172	0.028	0.054	0.033	0.031	0	0	0.040	0	0.024	0.053	0	0.022	0	0.022
ENSMUSG00000092576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.071	0	0.069	0
ENSMUSG00000092577	0	0	0.074	0.058	0.043	0.109	0	0.072	0	0.076	0	0.090	0	0	0	0.050	0.162	0.144	0	0.082	0	0	0.099
ENSMUSG00000092581	0.395	0.513	0	0.155	0.627	0.147	0.147	0.327	0.321	0.185	0.357	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092584	0.031	0	0.052	0.034	0	0	0	0	0	0	0	0.035	0.070	0.111	0	0	0	0	0.085	0.041	0.031	0.136	0.076
ENSMUSG00000092585	3.780	6.361	8.042	7.668	11.806	6.950	8.410	9.601	6.169	1.585	2.291	4.461	3.861	3.481	4.921	4.470	4.948	6.453	5.668	0.739	1.800	1.348	2.385
ENSMUSG00000092586	0	0	0	0	0.050	0.134	0	0.052	0	0.078	0.056	0.317	0.165	0.167	0.166	0	0.089	0.157	0.051	0.437	0.249	0.430	0.193
ENSMUSG00000092592	0	0.083	0.104	0.232	0	0.052	0.056	0.106	0.113	0	0	0	0.054	0.072	0.031	0.136	0.154	0.083	0.093	0.025	0	0	0
ENSMUSG00000092593	1.258	2.545	3.698	2.465	1.833	3.134	2.811	1.914	2.390	2.158	2.087	2.628	2.002	2.054	1.044	1.976	1.867	2.810	3.247	0.849	1.045	1.869	0.867
ENSMUSG00000092595	0.188	0.167	0.235	0.149	0.075	0.146	0.152	0.348	0	0.092	0.274	0.183	0.076	0	0.080	0	0.087	0.080	0.166	0.229	0.104	0	0.098
ENSMUSG00000092596	0	0	0	0.308	0	0	0	0	0	0.283	0.983	0	0.396	0	0.465	0.208	0.882	0	0	0.353	0	0.273	0
ENSMUSG00000092599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.103	0	0	0	0	0.177	0	0	0
ENSMUSG00000092600	0	0	0	0	0	0.091	0	0.101	0	0	0	0	0.097	0	0	0	0	0.102	0.099	0	0	0	0
ENSMUSG00000092602	0.471	0.303	0.241	0.185	0.312	0.117	0.058	0	0.320	0.147	0.071	0.281	0.125	0.140	0.130	0.185	0	0.066	0.128	0.079	0.078	0.389	0.162
ENSMUSG00000092604	0	0.107	0	0	0	0	0	0	0	0.115	0	0	0.098	0	0	0	0	0.103	0	0	0	0	0
ENSMUSG00000092607	23.789	15.921	13.632	15.394	18.027	15.124	16.239	18.288	15.873	18.212	24.316	8.607	10.033	13.194	12.879	12.935	13.771	11.698	11.929	15.745	12.761	13.439	13.891
ENSMUSG00000092609	170.749	36.238	12.021	16.945	23.598	13.360	17.160	12.997	26.301	87.992	233.180	43.088	30.505	29.467	68.773	26.549	11.575	17.529	20.384	157.811	69.719	88.353	170.314
ENSMUSG00000092617	0	0.118	0	0	0.096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.106	0
ENSMUSG00000092619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.118	0	0	0	0	0	0
ENSMUSG00000092622	1.298	0.456	0.326	0.114	0.283	0.072	0.216	0	0.276	0.291	0.390	0.387	0.913	0.449	0.321	0.076	0	0.220	0.079	0.134	0.290	1.695	0.795
ENSMUSG00000092624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.036	0	0	0	0
ENSMUSG00000092625	0	0	0	0.152	0	0	0	0.080	0	0	0	0	0.077	0	0	0.152	0.086	0.162	0.079	0	0.096	0.096	0.100
ENSMUSG00000092626	0.452	0.235	0.139	0.354	0.431	0.068	0.404	0.075	0.221	0.254	0.246	0.162	0.504	0.322	0.225	0.284	0.322	0.227	0.442	0.641	0.721	0.985	0.561
ENSMUSG00000092630	0	0	0.186	0.190	0.193	0	0	0	0	0	0.220	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092635	0	0	0.153	0	0	0	0	0	0	0	0	0	0	0.173	0	0	0	0	0	0	0	0	0
ENSMUSG00000092641	0	0	0	0	0	0	0	0.179	0	0.180	0	0	0	0	0.171	0	0	0	0	0	0	0	0
ENSMUSG00000092644	0	0	0.686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092649	0	0	0	0	0	0.349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092650	0	0	0	0	0	0	0	0	0	0	2.913	0	0	1.645	0	0	0	0	0	2.202	0	0	0.967
ENSMUSG00000092654	0	0	0	0	0	0	0	0	0	0	0	0	0	0.742	0	0	0	0	0	0	0	0	0
ENSMUSG00000092659	0.923	0	0	0	0	0.690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.592	0	0	0	0	0	0	0	0
ENSMUSG00000092665	17.686	6.099	5.622	10.286	8.575	12.637	19.518	9.960	13.957	11.109	14.955	2.965	3.840	4.773	12.182	8.246	3.021	5.007	3.450	5.207	3.682	4.043	9.177
ENSMUSG00000092667	0	0	0	0	0	0	0.312	0	0	0.196	0	0	0	0	0	0	0	0	0	0	0.209	0	0
ENSMUSG00000092669	0	0	0	0.157	0	0	0	0	0	0	0	0.174	0	0	0.159	0	0	0	0	0	0	0.174	0.170
ENSMUSG00000092672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.165	0	0	0	0	0	0	0	0
ENSMUSG00000092674	0.091	0.101	0	0.079	0	0.236	0.133	0	0.103	0	0.117	0	0.086	0	0.103	0	0	0	0	0	0	0	0
ENSMUSG00000092678	0.789	0	0	0	0	0	0	0.480	0	0	0	0	0	0	0	0	0	0	0	1.300	0	0	0
ENSMUSG00000092680	0	0	0	0	0.603	0	0	0	0	0	0	0	0	0.676	0	0	0	0	0	0	0	0	0
ENSMUSG00000092683	0	0	0	0	0.544	1.335	0	0.859	0	0	0	2.396	1.597	0	0.638	1.812	0.610	0.574	0.557	0	0	0	0
ENSMUSG00000092684	0	0.145	0	0	0	0	0	0	0	0	0	0	0	0.291	0	0	0.149	0	0.136	0	0	0	0
ENSMUSG00000092686	0.319	0	0.777	0	0	0.442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092687	0	0	0	0	0.668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092692	0	0	0	0	0	0	0	0	0	0	0	0.584	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092696	0	0	0	0	0.619	0.582	0	0	0	0.729	0	0.697	0	0	1.292	0	1.387	0.652	0	0.788	0	0	0.805
ENSMUSG00000092698	0	0	0	0	0	0	0	0	0	0	0	0.790	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.398	0	0	0	0
ENSMUSG00000092707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.381	0	0	0	0	0
ENSMUSG00000092708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.157	0	0	0	0
ENSMUSG00000092713	0	0	0.605	0	0	0	0	0	0	0.738	0	0	0	0.703	0	0	0.703	0	0.643	0	0	0	0
ENSMUSG00000092716	0	0	0	0	0	0	0	0	0	0.603	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092721	0	0	0	0	0	0	0.134	0	0	0	0	0	0	0.160	0	0	0	0	0	0	0	0.178	0
ENSMUSG00000092727	0	0	0	0	0	0	0	0	0	0	0.517	0	0	0	0	0	0.509	0	0	0	0	0	0
ENSMUSG00000092730	2.307	1.600	2.830	2.169	1.833	2.758	1.374	0.383	4.507	5.180	2.922	2.065	3.303	4.108	4.975	2.174	3.697	4.637	4.136	9.336	5.058	7.309	5.723
ENSMUSG00000092734	0	0	0	0	0	0.700	0	0	0	0.877	1.696	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092737	0	0	1.758	2.014	0.681	2.561	1.719	2.552	1.230	0	0	0	0.681	0	1.219	1.059	1.360	0	1.861	0	0	0	0
ENSMUSG00000092741	0.513	0.444	0	0	0	0	0	0.425	0	0.480	0.464	0.918	0	0	0	0	0	0.429	0.836	0.519	0.511	0	0
ENSMUSG00000092746	4.994	1.515	1.359	2.744	2.851	3.401	4.967	3.376	4.542	4.454	4.822	1.199	0.913	1.451	3.368	2.783	0.592	1.722	1.133	1.425	1.044	1.279	2.072
ENSMUSG00000092748	0	0	1.490	0	0.544	3.834	2.057	0.859	1.104	0	0	0.599	0	0	0	0	0	0.574	0	0	0	0	0
ENSMUSG00000092750	0	0	0	0	0	0	0	0	0	0	0	0.166	0.296	0	0	0.149	0	0	0	0	0.213	0	0
ENSMUSG00000092755	0	0	0	0	0	0	0	0	0	0	0	0	0	0.170	0	0.153	0	0	0.159	0	0	0	0
ENSMUSG00000092756	0	0	0	0	0	0.157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092758	0.319	0	0.734	0	0	0.477	0	0	0.519	0	0	0	0.507	0	0.529	0.752	0	0	0	0	0.318	0.316	0
ENSMUSG00000092770	0	0	0	0.490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092773	17.677	6.091	5.623	10.297	8.572	12.635	19.495	9.960	13.937	11.106	14.949	2.991	3.836	4.771	12.177	8.243	3.021	5.007	3.450	5.203	3.680	4.033	9.172
ENSMUSG00000092781	0.659	0	0	0	0	0	0	0	0	0	0.596	0.590	0.524	0	0	0	0.587	0.552	0	0.667	0	0.653	0
ENSMUSG00000092797	0	0	0	0.181	0	0	0	0	0	0	0.165	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092798	0	0	0	0	0	0	0	0	0	0	0	0.169	0	0	0	0	0	0	0	0	0	0.168	0
ENSMUSG00000092800	0	0.212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092805	1.498	0.293	0.252	0.208	0.254	0.431	0.942	0.391	0.851	0.557	0.850	0.081	0.168	0.313	0.619	0.260	0.235	0.240	0.202	0.224	0.212	0.101	0.758
ENSMUSG00000092816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.483
ENSMUSG00000092819	0	0.394	0.697	1.424	0	0.679	0	0.754	1.480	0	0	0	1.084	0.405	0	0.357	0.405	0.761	0.741	0.460	0.906	0.450	0.939
ENSMUSG00000092827	0	0	0	0	1.881	0	0	0.655	0.642	0	0.714	0	0.628	0	0	0.620	0	0	0	0	0	0.781	0
ENSMUSG00000092831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.145	0	0	0	0	0	0	0
ENSMUSG00000092837	1.880	0	0.288	0.737	1.046	0.281	0.140	0.156	0.459	0.528	1.021	0	0.150	0.247	0.641	0.113	0.167	0.315	0	0.190	0	0.186	0.583
ENSMUSG00000092841	0	0	0	0	0	0	0	0	0	0	0	0.706	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092867	0.659	1.143	1.516	0.516	0	1.970	0.491	1.640	0	1.233	0	2.950	3.670	1.760	1.640	1.035	0.587	0.552	3.223	0	0.657	1.305	2.044
ENSMUSG00000092868	0	0	0.552	0	0	0	0	0	0	0	0	0	0.697	1.808	0	0	1.352	0	0	0	0	0	0
ENSMUSG00000092887	0	0	0	0.603	0	0	0	0	0	0	0.696	1.377	0	0.685	0	0.604	0	0.644	1.253	0	0	0	0.795
ENSMUSG00000092889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.905	0	0	0	0
ENSMUSG00000092893	0	0	0	0	0	0.172	0	0	0.188	0	0	0	0	0	0	0	0	0.172	0	0	0	0	0
ENSMUSG00000092901	0	0	0	0	2.836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.223	0	0	0	0	0	0
ENSMUSG00000092906	0	0	0	0	0	0	0	0	0	0	0.537	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092915	1.000	0	0	0	0	0	0	0	0	0	0	0	0	0.445	0	0	0	0.419	0	0	0.498	0	0
ENSMUSG00000092916	0	0.575	0.663	1.672	2.220	0	1.197	0	0.769	0	0	0.481	0	0	0	0.670	0.694	1.540	0	0	0	0	2.458
ENSMUSG00000092918	0	0	0.328	0	0	0	0	0	0	0	0	0	0	0	0.341	0	0	0	0	0.362	0	0	0
ENSMUSG00000092920	0	0.182	0	0	1.839	0.472	0.784	1.048	0.171	0	0	0.377	0.167	0.375	0	0.826	0	0	0.172	0	0	0	0
ENSMUSG00000092931	0	0	0	0	0	0	0	0.315	0	0	0	0	0	0	0	0	0	0	0	0	0	0.295	0
ENSMUSG00000092932	0	0	0	0	0	0.163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.766	0	0
ENSMUSG00000092941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.147	0	0	0	0
ENSMUSG00000092942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.142	0	0	0	0	0	0	0	0
ENSMUSG00000092943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.157	0	0	0	0
ENSMUSG00000092951	0	0	0	0	0	0.420	0	0.310	0	0	0	0	0.144	0.161	0.148	0	0.185	0.155	0	0	0.141	0.162	0
